best_x,best_y,hmax,maxeval,neval
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1],0.20000000000000018,5.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.1999999999999993,5.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1],0.5,5.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0],0.2999999999999998,5.0,10000.0,inf
[1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.39999999999999947,5.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0],0.39999999999999947,5.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.2999999999999998,5.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.20000000000000018,5.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 0 1 0],0.5,5.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],0.2999999999999998,5.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.20000000000000018,5.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.2999999999999998,5.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.09999999999999964,5.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.2999999999999998,5.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.1999999999999993,5.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.09999999999999964,5.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.20000000000000018,5.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.1999999999999993,5.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.2999999999999998,5.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.20000000000000018,5.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.20000000000000018,5.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0],0.1999999999999993,5.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 0 0 0],0.39999999999999947,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0],0.39999999999999947,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 0 0 0 1 1 1 1 1 1],0.40000000000000036,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1],0.3000000000000007,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0],0.5,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.39999999999999947,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,10.0,10000.0,4395.0
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 1],0.5,10.0,10000.0,inf
[1 1 1 1 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 1],0.40000000000000036,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 1 1],0.40000000000000036,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,10.0,10000.0,7179.0
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 1 1],0.40000000000000036,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 1 1],0.5,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,10.0,10000.0,6552.0
[1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 1 0],0.40000000000000036,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 1 1 0 0 0],0.5,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.3000000000000007,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0],0.39999999999999947,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,10.0,10000.0,8459.0
[1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1],0.3000000000000007,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0],0.39999999999999947,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 1 1 0 0 0 0 0 0 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 1 1],0.40000000000000036,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0],0.40000000000000036,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0],0.39999999999999947,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0],0.40000000000000036,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,10.0,10000.0,9763.0
[1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0],0.40000000000000036,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.09999999999999964,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 1 1 1 0 0 0],0.39999999999999947,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0],0.39999999999999947,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 0 1 1 1 1],0.40000000000000036,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 0 1 1 1 0 0 0 1 1 1],0.40000000000000036,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 1 1 1],0.5,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.3000000000000007,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.09999999999999964,10.0,10000.0,inf
[0 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.40000000000000036,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0],0.5,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 0 1 0 1 1 1 1 1 1 0 0 0 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,10.0,10000.0,3423.0
[0 0 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0],0.09999999999999964,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0],0.5,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0],0.4999999999999991,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 1 1 0 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.39999999999999947,10.0,10000.0,inf
[0 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.40000000000000036,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 0 1 1 1],0.40000000000000036,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 1 1 1],0.5,10.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1],0.2999999999999998,10.0,10000.0,inf
[1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.39999999999999947,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0],0.2999999999999998,10.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0],0.39999999999999947,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1],0.20000000000000018,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.1999999999999993,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.09999999999999964,10.0,10000.0,inf
[1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1],0.39999999999999947,10.0,10000.0,inf
[1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0],0.2999999999999998,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,10.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,50.0,10000.0,6906.0
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,50.0,10000.0,5369.0
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,50.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,50.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,50.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,50.0,10000.0,4620.0
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,50.0,10000.0,5940.0
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,50.0,10000.0,1522.0
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,50.0,10000.0,inf
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,50.0,10000.0,inf
[0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,50.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,50.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.09999999999999964,50.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.09999999999999964,50.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.09999999999999964,50.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,50.0,10000.0,2854.0
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,50.0,10000.0,6635.0
[0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.0,50.0,10000.0,4554.0
[0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1],0.09999999999999964,50.0,10000.0,inf
[1 1 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1],0.09999999999999964,50.0,10000.0,inf
[0 0 0 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1],0.09999999999999964,50.0,10000.0,inf
